,dateP,Location,confirmed cases,recoved cases,death cases,,DateP
11477,111,61.8926 -6.9118,1568.6049,63.446583,3.7261012,,12-05-2020
11478,112,61.8926 -6.9118,1598.923,67.08244,3.845381,,13-05-2020
11479,113,61.8926 -6.9118,1629.2408,70.7184,3.9646597,,14-05-2020
11480,114,61.8926 -6.9118,1660.325,74.35439,4.0839424,,15-05-2020
11481,115,61.8926 -6.9118,1693.1686,77.9903,4.203224,,16-05-2020
11482,116,61.8926 -6.9118,1727.6488,81.62616,4.3225045,,17-05-2020
11483,117,61.8926 -6.9118,1762.9178,85.262115,4.441786,,18-05-2020
11484,60,18.0708 -63.0501,6.046054,-0.000151262,0.000144468,,22-03-2020
11485,61,18.0708 -63.0501,7.529345,-0.000151262,0.000144468,,23-03-2020
11486,62,18.0708 -63.0501,12.035167,-0.000151262,0.000144468,,24-03-2020
11487,63,18.0708 -63.0501,16.909199,-0.000151262,0.000144468,,25-03-2020
11488,64,18.0708 -63.0501,21.783253,-0.000151262,0.000144468,,26-03-2020
11489,65,18.0708 -63.0501,26.657291,-0.000151262,0.000144468,,27-03-2020
11490,66,18.0708 -63.0501,31.531319,-0.000151262,0.000144468,,28-03-2020
11491,67,18.0708 -63.0501,38.874496,-0.000151262,0.000144468,,29-03-2020
11492,68,18.0708 -63.0501,47.811737,-0.000151262,0.000144468,,30-03-2020
11493,69,18.0708 -63.0501,56.748985,-0.000151262,0.000144468,,31-03-2020
11494,70,18.0708 -63.0501,65.6862,-0.000151262,0.000144468,,01-04-2020
11495,71,18.0708 -63.0501,74.62348,-0.000151262,0.000144468,,02-04-2020
11496,72,18.0708 -63.0501,83.560715,-0.000151262,0.000144468,,03-04-2020
11497,73,18.0708 -63.0501,92.497925,-0.000151262,0.000144468,,04-04-2020
11498,74,18.0708 -63.0501,101.46679,0.40587837,0.000144468,,05-04-2020
11499,75,18.0708 -63.0501,110.47289,1.1910397,0.000144468,,06-04-2020
11500,76,18.0708 -63.0501,119.47899,1.9762152,0.000144468,,07-04-2020
11501,77,18.0708 -63.0501,131.67227,2.7614036,0.026587395,,08-04-2020
11502,78,18.0708 -63.0501,149.14877,3.5465748,0.13558377,,09-04-2020
11503,79,18.0708 -63.0501,167.07932,4.33174,0.24859151,,10-04-2020
11504,80,18.0708 -63.0501,187.87206,5.1169243,0.3615967,,11-04-2020
11505,81,18.0708 -63.0501,208.66484,5.9020934,0.4737928,,12-04-2020
11506,82,18.0708 -63.0501,229.4576,6.68727,0.58176184,,13-04-2020
11507,83,18.0708 -63.0501,250.25034,7.472427,0.6897307,,14-04-2020
11508,84,18.0708 -63.0501,271.04312,8.257602,0.79769975,,15-04-2020
11509,85,18.0708 -63.0501,291.84323,9.042776,0.9067534,,16-04-2020
11510,86,18.0708 -63.0501,312.7556,9.82795,1.015968,,17-04-2020
11511,87,18.0708 -63.0501,333.668,10.61313,1.125185,,18-04-2020
11512,88,18.0708 -63.0501,354.58032,11.398316,1.2344011,,19-04-2020
11513,89,18.0708 -63.0501,375.4926,12.183472,1.3436164,,20-04-2020
11514,90,18.0708 -63.0501,396.40494,12.968656,1.4528316,,21-04-2020
11515,91,18.0708 -63.0501,417.3174,13.753819,1.5620486,,22-04-2020
11516,92,18.0708 -63.0501,438.22968,14.539016,1.6712625,,23-04-2020
11517,93,18.0708 -63.0501,459.84116,15.324199,1.7804806,,24-04-2020
11518,94,18.0708 -63.0501,481.03455,16.119608,1.8896952,,25-04-2020
11519,95,18.0708 -63.0501,502.23148,16.919683,1.9989109,,26-04-2020
11520,96,18.0708 -63.0501,526.21686,18.420223,2.1081264,,27-04-2020
11521,97,18.0708 -63.0501,552.0053,20.210777,2.2173429,,28-04-2020
11522,98,18.0708 -63.0501,577.79364,23.143564,2.331695,,29-04-2020
11523,99,18.0708 -63.0501,602.8888,26.07642,2.4494643,,30-04-2020
11524,100,18.0708 -63.0501,626.7842,29.0092,2.5672336,,01-05-2020
11525,101,18.0708 -63.0501,650.6796,31.941984,2.685003,,02-05-2020
11526,102,18.0708 -63.0501,675.80634,34.874817,2.8027675,,03-05-2020
11527,103,18.0708 -63.0501,701.0575,37.807632,2.9205377,,04-05-2020
11528,104,18.0708 -63.0501,728.4392,40.74043,3.0383072,,05-05-2020
11529,105,18.0708 -63.0501,757.86096,43.673203,3.1565282,,06-05-2020
11530,106,18.0708 -63.0501,787.28265,46.60604,3.2758102,,07-05-2020
11531,107,18.0708 -63.0501,820.85455,50.149136,3.3950884,,08-05-2020
11532,108,18.0708 -63.0501,854.8533,53.784992,3.5143714,,09-05-2020
11533,109,18.0708 -63.0501,888.8522,57.420925,3.6336536,,10-05-2020
11534,110,18.0708 -63.0501,922.85095,61.056812,3.752935,,11-05-2020
11535,111,18.0708 -63.0501,956.8498,64.69277,3.872214,,12-05-2020
11536,112,18.0708 -63.0501,990.84863,68.32866,3.9914987,,13-05-2020
11537,113,18.0708 -63.0501,1024.8474,71.96463,4.110778,,14-05-2020
11538,114,18.0708 -63.0501,1059.6803,75.600586,4.230059,,15-05-2020
11539,115,18.0708 -63.0501,1095.8556,79.23659,4.3493404,,16-05-2020
11540,116,18.0708 -63.0501,1132.0314,82.87235,4.468621,,17-05-2020
11541,117,18.0708 -63.0501,1167.9778,86.50823,4.5879025,,18-05-2020
11542,60,15.2 -86.2419,14.591663,-0.000151262,0.000144468,,22-03-2020
11543,61,15.2 -86.2419,19.465717,-0.000151262,0.000144468,,23-03-2020
11544,62,15.2 -86.2419,24.339746,-0.000151262,0.000144468,,24-03-2020
11545,63,15.2 -86.2419,29.213785,-0.000151262,0.000144468,,25-03-2020
11546,64,15.2 -86.2419,35.14692,-0.000151262,0.000144468,,26-03-2020
11547,65,15.2 -86.2419,44.084164,-0.000151262,0.000144468,,27-03-2020
11548,66,15.2 -86.2419,53.0214,-0.000151262,0.000144468,,28-03-2020
11549,67,15.2 -86.2419,61.958652,-0.000151262,0.000144468,,29-03-2020
11550,68,15.2 -86.2419,70.89589,-0.000151262,0.000144468,,30-03-2020
11551,69,15.2 -86.2419,79.872505,0.29147032,0.000144468,,31-03-2020
11552,70,15.2 -86.2419,88.8786,1.0766532,0.000144468,,01-04-2020
11553,71,15.2 -86.2419,97.8847,1.8618267,0.000144468,,02-04-2020
11554,72,15.2 -86.2419,106.89081,2.646996,0.000144468,,03-04-2020
11555,73,15.2 -86.2419,115.896866,3.4321716,0.000144468,,04-04-2020
11556,74,15.2 -86.2419,129.03502,4.21734,0.000144468,,05-04-2020
11557,75,15.2 -86.2419,146.51161,5.002504,0.01474961,,06-04-2020
11558,76,15.2 -86.2419,165.69743,5.7876945,0.111123376,,07-04-2020
11559,77,15.2 -86.2419,186.82701,6.5728636,0.21038517,,08-04-2020
11560,78,15.2 -86.2419,208.06348,7.3580475,0.3082139,,09-04-2020
11561,79,15.2 -86.2419,229.3,8.143223,0.41583136,,10-04-2020
11562,80,15.2 -86.2419,250.53658,8.928393,0.5238015,,11-04-2020
11563,81,15.2 -86.2419,271.79742,9.713574,0.63177097,,12-04-2020
11564,82,15.2 -86.2419,293.124,10.498745,0.7398455,,13-04-2020
11565,83,15.2 -86.2419,314.4506,11.283904,0.84906185,,14-04-2020
11566,84,15.2 -86.2419,335.77716,12.069075,0.9582753,,15-04-2020
11567,85,15.2 -86.2419,357.10376,12.854259,1.0674933,,16-04-2020
11568,86,15.2 -86.2419,378.43027,13.639426,1.176709,,17-04-2020
11569,87,15.2 -86.2419,399.75684,14.424603,1.2859255,,18-04-2020
11570,88,15.2 -86.2419,421.09457,15.209767,1.3951406,,19-04-2020
11571,89,15.2 -86.2419,443.3439,15.994947,1.504357,,20-04-2020
11572,90,15.2 -86.2419,464.6238,16.783556,1.6135715,,21-04-2020
11573,91,15.2 -86.2419,486.43985,18.240425,1.7227894,,22-04-2020
11574,92,15.2 -86.2419,512.2281,20.50125,1.8320031,,23-04-2020
11575,93,15.2 -86.2419,538.01636,22.809772,1.9412209,,24-04-2020
11576,94,15.2 -86.2419,563.8048,25.118324,2.0504365,,25-04-2020
11577,95,15.2 -86.2419,588.1004,27.91676,2.163324,,26-04-2020
11578,96,15.2 -86.2419,612.2173,30.849545,2.2810943,,27-04-2020
11579,97,15.2 -86.2419,637.4685,33.78235,2.3988638,,28-04-2020
11580,98,15.2 -86.2419,662.71954,36.715126,2.516632,,29-04-2020
11581,99,15.2 -86.2419,689.12366,39.647923,2.6343997,,30-04-2020
11582,100,15.2 -86.2419,718.5454,42.580765,2.7521696,,01-05-2020
11583,101,15.2 -86.2419,747.9671,45.51354,2.8699405,,02-05-2020
11584,102,15.2 -86.2419,781.0183,48.446342,2.9877071,,03-05-2020
11585,103,15.2 -86.2419,815.01697,51.549908,3.1062791,,04-05-2020
11586,104,15.2 -86.2419,849.016,55.185852,3.2255626,,05-05-2020
11587,105,15.2 -86.2419,883.0147,58.821793,3.3448434,,06-05-2020
11588,106,15.2 -86.2419,917.01355,62.457726,3.4641263,,07-05-2020
11589,107,15.2 -86.2419,951.0122,66.093704,3.5834067,,08-05-2020
11590,108,15.2 -86.2419,985.7412,69.72955,3.702687,,09-05-2020
11591,109,15.2 -86.2419,1021.9153,73.36547,3.8219693,,10-05-2020
11592,110,15.2 -86.2419,1057.9025,77.00143,3.9412513,,11-05-2020
11593,111,15.2 -86.2419,1093.8245,80.63737,4.060532,,12-05-2020
11594,112,15.2 -86.2419,1129.7467,84.273224,4.179813,,13-05-2020
11595,113,15.2 -86.2419,1163.2666,87.909164,4.2990913,,14-05-2020
11596,114,15.2 -86.2419,1197.2084,91.545105,4.418373,,15-05-2020
11597,115,15.2 -86.2419,1231.1638,95.18115,4.537654,,16-05-2020
11598,116,15.2 -86.2419,1265.119,98.816956,4.6569357,,17-05-2020
11599,117,15.2 -86.2419,1299.0748,102.45286,4.776217,,18-05-2020
11600,60,49.3723 -2.3644,17.619255,-0.000151262,0.000144468,,22-03-2020
11601,61,49.3723 -2.3644,22.493307,-0.000151262,0.000144468,,23-03-2020
11602,62,49.3723 -2.3644,27.367352,-0.000151262,0.000144468,,24-03-2020
11603,63,49.3723 -2.3644,32.241386,-0.000151262,0.000144468,,25-03-2020
11604,64,49.3723 -2.3644,37.115425,-0.000151262,0.000144468,,26-03-2020
11605,65,49.3723 -2.3644,44.968723,-0.000151262,0.000144468,,27-03-2020
11606,66,49.3723 -2.3644,53.974804,-0.000151262,0.000144468,,28-03-2020
11607,67,49.3723 -2.3644,62.980915,-0.000151262,0.000144468,,29-03-2020
11608,68,49.3723 -2.3644,71.987015,-0.000151262,0.000144468,,30-03-2020
11609,69,49.3723 -2.3644,80.9931,-0.000151262,0.000144468,,31-03-2020
11610,70,49.3723 -2.3644,89.99919,0.20209269,0.000144468,,01-04-2020
11611,71,49.3723 -2.3644,99.00528,0.98726827,0.000144468,,02-04-2020
11612,72,49.3723 -2.3644,108.011375,1.7724385,0.000144468,,03-04-2020
11613,73,49.3723 -2.3644,117.01746,2.5576158,0.000144468,,04-04-2020
11614,74,49.3723 -2.3644,126.023544,3.342776,0.000144468,,05-04-2020
11615,75,49.3723 -2.3644,138.8207,4.1279526,0.000144468,,06-04-2020
11616,76,49.3723 -2.3644,156.67113,4.913139,0.000144468,,07-04-2020
11617,77,49.3723 -2.3644,177.68513,5.698319,0.059413124,,08-04-2020
11618,78,49.3723 -2.3644,198.92165,6.4835014,0.16409078,,09-04-2020
11619,79,49.3723 -2.3644,220.21602,7.2686677,0.2770964,,10-04-2020
11620,80,49.3723 -2.3644,241.54247,8.053839,0.3901037,,11-04-2020
11621,81,49.3723 -2.3644,262.86914,8.839023,0.499947,,12-04-2020
11622,82,49.3723 -2.3644,284.1957,9.624195,0.60791606,,13-04-2020
11623,83,49.3723 -2.3644,305.52228,10.409343,0.71588445,,14-04-2020
11624,84,49.3723 -2.3644,326.84888,11.19452,0.8242253,,15-04-2020
11625,85,49.3723 -2.3644,348.1754,11.9797,0.9334425,,16-04-2020
11626,86,49.3723 -2.3644,369.52927,12.764875,1.042658,,17-04-2020
11627,87,49.3723 -2.3644,390.90924,13.5500555,1.1518747,,18-04-2020
11628,88,49.3723 -2.3644,410.84415,14.335222,1.2610897,,19-04-2020
11629,89,49.3723 -2.3644,430.6218,15.120408,1.3703046,,20-04-2020
11630,90,49.3723 -2.3644,451.20593,15.912405,1.4795208,,21-04-2020
11631,91,49.3723 -2.3644,472.4616,16.723377,1.5887371,,22-04-2020
11632,92,49.3723 -2.3644,493.73572,18.279394,1.6979537,,23-04-2020
11633,93,49.3723 -2.3644,515.0156,20.54139,1.8071692,,24-04-2020
11634,94,49.3723 -2.3644,536.6235,22.849936,1.9163842,,25-04-2020
11635,95,49.3723 -2.3644,560.5188,25.43309,2.0256007,,26-04-2020
11636,96,49.3723 -2.3644,584.4143,28.365852,2.1348157,,27-04-2020
11637,97,49.3723 -2.3644,608.3097,31.298695,2.244031,,28-04-2020
11638,98,49.3723 -2.3644,632.2051,34.231457,2.3541794,,29-04-2020
11639,99,49.3723 -2.3644,657.1699,37.16427,2.4719474,,30-04-2020
11640,100,49.3723 -2.3644,682.4211,40.097042,2.5897152,,01-05-2020
11641,101,49.3723 -2.3644,707.67224,43.029846,2.7074869,,02-05-2020
11642,102,49.3723 -2.3644,734.0934,45.962673,2.825251,,03-05-2020
11643,103,49.3723 -2.3644,763.5149,48.895485,2.9442036,,04-05-2020
11644,104,49.3723 -2.3644,792.93677,52.489586,3.063488,,05-05-2020
11645,105,49.3723 -2.3644,824.59863,56.125473,3.1827695,,06-05-2020
11646,106,49.3723 -2.3644,858.59753,59.761414,3.3020508,,07-05-2020
11647,107,49.3723 -2.3644,892.5963,63.397396,3.42133,,08-05-2020
11648,108,49.3723 -2.3644,926.5951,67.033226,3.5406113,,09-05-2020
11649,109,49.3723 -2.3644,960.59424,70.669136,3.659895,,10-05-2020
11650,110,49.3723 -2.3644,994.5927,74.305115,3.7791746,,11-05-2020
11651,111,49.3723 -2.3644,1028.5917,77.94106,3.8984563,,12-05-2020
11652,112,49.3723 -2.3644,1064.2416,81.57693,4.017738,,13-05-2020
11653,113,49.3723 -2.3644,1097.316,85.21292,4.137015,,14-05-2020
11654,114,49.3723 -2.3644,1130.4473,88.84889,4.2562995,,15-05-2020
11655,115,49.3723 -2.3644,1163.6101,92.48481,4.3755803,,16-05-2020
11656,116,49.3723 -2.3644,1196.6212,96.120636,4.4948616,,17-05-2020
11657,117,49.3723 -2.3644,1230.2091,99.75657,4.6141434,,18-05-2020
11658,60,46.5653 -66.4619,13.557641,-0.000151262,0.000144468,,22-03-2020
11659,61,46.5653 -66.4619,18.431683,-0.000151262,0.000144468,,23-03-2020
11660,62,46.5653 -66.4619,23.305729,-0.000151262,0.000144468,,24-03-2020
11661,63,46.5653 -66.4619,28.179775,-0.000151262,0.000144468,,25-03-2020
11662,64,46.5653 -66.4619,33.535927,-0.000151262,0.000144468,,26-03-2020
11663,65,46.5653 -66.4619,42.4732,-0.000151262,0.000144468,,27-03-2020
11664,66,46.5653 -66.4619,51.410423,-0.000151262,0.000144468,,28-03-2020
11665,67,46.5653 -66.4619,60.407516,-0.000151262,0.000144468,,29-03-2020
11666,68,46.5653 -66.4619,69.413574,-0.000151262,0.000144468,,30-03-2020
11667,69,46.5653 -66.4619,78.41969,-0.000151262,0.000144468,,31-03-2020
11668,70,46.5653 -66.4619,87.425766,-0.000151262,0.000144468,,01-04-2020
11669,71,46.5653 -66.4619,96.43187,0.6494455,0.000144468,,02-04-2020
11670,72,46.5653 -66.4619,105.43797,1.4346324,0.000144468,,03-04-2020
11671,73,46.5653 -66.4619,114.444046,2.2197814,0.000144468,,04-04-2020
11672,74,46.5653 -66.4619,129.68898,3.0049706,0.000144468,,05-04-2020
11673,75,46.5653 -66.4619,147.18065,3.7901368,0.000144468,,06-04-2020
11674,76,46.5653 -66.4619,166.87581,4.5753274,0.000144468,,07-04-2020
11675,77,46.5653 -66.4619,188.11229,5.360492,0.000144468,,08-04-2020
11676,78,46.5653 -66.4619,209.4009,6.1456637,0.068661645,,09-04-2020
11677,79,46.5653 -66.4619,230.72752,6.930834,0.18166596,,10-04-2020
11678,80,46.5653 -66.4619,252.05411,7.7160325,0.29309654,,11-04-2020
11679,81,46.5653 -66.4619,273.3807,8.5012045,0.4010662,,12-04-2020
11680,82,46.5653 -66.4619,294.7073,9.286388,0.50903636,,13-04-2020
11681,83,46.5653 -66.4619,316.03387,10.071537,0.6170046,,14-04-2020
11682,84,46.5653 -66.4619,337.36044,10.8567,0.7249732,,15-04-2020
11683,85,46.5653 -66.4619,358.687,11.641887,0.83341306,,16-04-2020
11684,86,46.5653 -66.4619,380.0163,12.427058,0.94262785,,17-04-2020
11685,87,46.5653 -66.4619,401.3665,13.2122345,1.0518444,,18-04-2020
11686,88,46.5653 -66.4619,422.71667,13.9974165,1.1610602,,19-04-2020
11687,89,46.5653 -66.4619,445.59232,14.783262,1.2702757,,20-04-2020
11688,90,46.5653 -66.4619,468.3832,15.583339,1.379492,,21-04-2020
11689,91,46.5653 -66.4619,493.35934,16.383408,1.4887075,,22-04-2020
11690,92,46.5653 -66.4619,519.14764,17.183504,1.5979221,,23-04-2020
11691,93,46.5653 -66.4619,544.9359,18.48525,1.7071391,,24-04-2020
11692,94,46.5653 -66.4619,570.72424,20.793806,1.8163548,,25-04-2020
11693,95,46.5653 -66.4619,596.5127,23.102373,1.9255711,,26-04-2020
11694,96,46.5653 -66.4619,622.2316,25.41092,2.0347867,,27-04-2020
11695,97,46.5653 -66.4619,647.4829,27.71945,2.1480417,,28-04-2020
11696,98,46.5653 -66.4619,672.73395,30.081892,2.2658114,,29-04-2020
11697,99,46.5653 -66.4619,701.8943,33.01469,2.3835814,,30-04-2020
11698,100,46.5653 -66.4619,731.31586,35.947525,2.5013504,,01-05-2020
11699,101,46.5653 -66.4619,762.76044,38.880337,2.6191201,,02-05-2020
11700,102,46.5653 -66.4619,796.75916,41.81314,2.7368844,,03-05-2020
11701,103,46.5653 -66.4619,830.75793,44.745914,2.8546524,,04-05-2020
11702,104,46.5653 -66.4619,864.75696,47.678722,2.9724228,,05-05-2020
11703,105,46.5653 -66.4619,898.75574,50.61157,3.0901916,,06-05-2020
11704,106,46.5653 -66.4619,932.7543,53.544384,3.207962,,07-05-2020
11705,107,46.5653 -66.4619,966.8711,56.96135,3.3257287,,08-05-2020
11706,108,46.5653 -66.4619,1003.04663,60.59725,3.4442842,,09-05-2020
11707,109,46.5653 -66.4619,1039.0311,64.23311,3.5635667,,10-05-2020
11708,110,46.5653 -66.4619,1074.9532,67.8691,3.682849,,11-05-2020
11709,111,46.5653 -66.4619,1110.8754,71.50502,3.8021293,,12-05-2020
11710,112,46.5653 -66.4619,1146.8165,75.14088,3.921411,,13-05-2020
11711,113,46.5653 -66.4619,1180.8947,78.776855,4.040691,,14-05-2020
11712,114,46.5653 -66.4619,1214.8502,82.41277,4.159974,,15-05-2020
11713,115,46.5653 -66.4619,1248.8055,86.048744,4.2792554,,16-05-2020
11714,116,46.5653 -66.4619,1282.7611,89.684616,4.398536,,17-05-2020
11715,117,46.5653 -66.4619,1316.7162,93.32052,4.5178175,,18-05-2020
11716,60,31.6927 88.0924,0.85592365,-0.000151262,0.000144468,,22-03-2020
11717,61,31.6927 88.0924,2.33921,-0.000151262,0.000144468,,23-03-2020
11718,62,31.6927 88.0924,3.8225107,-0.000151262,0.000144468,,24-03-2020
11719,63,31.6927 88.0924,5.305796,-0.000151262,0.000144468,,25-03-2020
11720,64,31.6927 88.0924,6.789092,-0.000151262,0.000144468,,26-03-2020
11721,65,31.6927 88.0924,11.5409,-0.000151262,0.000144468,,27-03-2020
11722,66,31.6927 88.0924,16.414942,-0.000151262,0.000144468,,28-03-2020
11723,67,31.6927 88.0924,21.288998,-0.000151262,0.000144468,,29-03-2020
11724,68,31.6927 88.0924,26.163029,-0.000151262,0.000144468,,30-03-2020
11725,69,31.6927 88.0924,31.037067,0.1348861,0.000144468,,31-03-2020
11726,70,31.6927 88.0924,38.179848,0.9200538,0.000144468,,01-04-2020
11727,71,31.6927 88.0924,47.117096,1.7052298,0.000144468,,02-04-2020
11728,72,31.6927 88.0924,56.05433,2.490393,0.000144468,,03-04-2020
11729,73,31.6927 88.0924,64.99156,3.275572,0.000144468,,04-04-2020
11730,74,31.6927 88.0924,73.92877,4.0607367,0.000144468,,05-04-2020
11731,75,31.6927 88.0924,82.86607,4.8459167,0.000144468,,06-04-2020
11732,76,31.6927 88.0924,91.803314,5.6311016,0.000144468,,07-04-2020
11733,77,31.6927 88.0924,100.74055,6.4162555,0.09739868,,08-04-2020
11734,78,31.6927 88.0924,109.677795,7.201457,0.20222346,,09-04-2020
11735,79,31.6927 88.0924,118.615036,7.9866138,0.31522992,,10-04-2020
11736,80,31.6927 88.0924,129.34789,8.771811,0.42327887,,11-04-2020
11737,81,31.6927 88.0924,146.68608,9.556988,0.531248,,12-04-2020
11738,82,31.6927 88.0924,164.02414,10.342157,0.63921833,,13-04-2020
11739,83,31.6927 88.0924,181.99141,11.127319,0.7479995,,14-04-2020
11740,84,31.6927 88.0924,202.78134,11.912486,0.8572164,,15-04-2020
11741,85,31.6927 88.0924,223.57396,12.697664,0.9664329,,16-04-2020
11742,86,31.6927 88.0924,244.36688,13.482837,1.0756488,,17-04-2020
11743,87,31.6927 88.0924,265.1595,14.268012,1.1848651,,18-04-2020
11744,88,31.6927 88.0924,285.9523,15.053194,1.2940811,,19-04-2020
11745,89,31.6927 88.0924,306.7451,15.838374,1.4032954,,20-04-2020
11746,90,31.6927 88.0924,327.53787,16.822422,1.5125109,,21-04-2020
11747,91,31.6927 88.0924,348.3306,18.39062,1.6217283,,22-04-2020
11748,92,31.6927 88.0924,369.12338,20.699183,1.7309422,,23-04-2020
11749,93,31.6927 88.0924,389.91605,23.391668,1.8401583,,24-04-2020
11750,94,31.6927 88.0924,410.7089,26.324503,1.9493747,,25-04-2020
11751,95,31.6927 88.0924,431.51373,29.25727,2.058591,,26-04-2020
11752,96,31.6927 88.0924,452.42618,32.19008,2.1738658,,27-04-2020
11753,97,31.6927 88.0924,473.34116,35.122875,2.2916358,,28-04-2020
11754,98,31.6927 88.0924,495.83603,38.055653,2.4094052,,29-04-2020
11755,99,31.6927 88.0924,518.00024,40.98851,2.5271735,,30-04-2020
11756,100,31.6927 88.0924,541.6299,43.9213,2.644942,,01-05-2020
11757,101,31.6927 88.0924,566.6333,46.85407,2.7627113,,02-05-2020
11758,102,31.6927 88.0924,591.63654,50.47654,2.8804777,,03-05-2020
11759,103,31.6927 88.0924,616.63983,54.11245,2.9994066,,04-05-2020
11760,104,31.6927 88.0924,642.07495,57.748398,3.118688,,05-05-2020
11761,105,31.6927 88.0924,667.51636,61.38431,3.2379704,,06-05-2020
11762,106,31.6927 88.0924,692.31116,65.020226,3.3572516,,07-05-2020
11763,107,31.6927 88.0924,717.56226,68.656204,3.476532,,08-05-2020
11764,108,31.6927 88.0924,742.8136,72.292114,3.5958128,,09-05-2020
11765,109,31.6927 88.0924,771.58044,75.92801,3.7150958,,10-05-2020
11766,110,31.6927 88.0924,801.0022,79.56393,3.834378,,11-05-2020
11767,111,31.6927 88.0924,831.0869,83.19988,3.9536574,,12-05-2020
11768,112,31.6927 88.0924,865.0857,86.83575,4.0729403,,13-05-2020
11769,113,31.6927 88.0924,899.0845,90.47174,4.192216,,14-05-2020
11770,114,31.6927 88.0924,933.08325,94.10767,4.311502,,15-05-2020
11771,115,31.6927 88.0924,967.08215,97.74368,4.4307814,,16-05-2020
11772,116,31.6927 88.0924,1000.9461,101.37947,4.550063,,17-05-2020
11773,117,31.6927 88.0924,1034.689,105.01541,4.669343,,18-05-2020
11774,60,-4.0383 21.7587,2.9634907,-0.000151262,0.000144468,,22-03-2020
11775,61,-4.0383 21.7587,4.4467826,-0.000151262,0.000144468,,23-03-2020
11776,62,-4.0383 21.7587,5.930067,-0.000151262,0.000144468,,24-03-2020
11777,63,-4.0383 21.7587,7.668003,-0.000151262,0.000144468,,25-03-2020
11778,64,-4.0383 21.7587,12.542024,-0.000151262,0.000144468,,26-03-2020
11779,65,-4.0383 21.7587,17.416077,-0.000151262,0.000144468,,27-03-2020
11780,66,-4.0383 21.7587,22.29012,-0.000151262,0.000144468,,28-03-2020
11781,67,-4.0383 21.7587,27.164165,-0.000151262,0.000144468,,29-03-2020
11782,68,-4.0383 21.7587,32.384766,-0.000151262,0.000144468,,30-03-2020
11783,69,-4.0383 21.7587,41.322052,-0.000151262,0.000144468,,31-03-2020
11784,70,-4.0383 21.7587,50.25927,-0.000151262,0.000144468,,01-04-2020
11785,71,-4.0383 21.7587,59.196518,-0.000151262,0.000144468,,02-04-2020
11786,72,-4.0383 21.7587,68.13378,-0.000151262,0.000144468,,03-04-2020
11787,73,-4.0383 21.7587,77.071014,-0.000151262,0.000144468,,04-04-2020
11788,74,-4.0383 21.7587,86.008255,-0.000151262,0.000144468,,05-04-2020
11789,75,-4.0383 21.7587,94.9455,-0.000151262,0.000144468,,06-04-2020
11790,76,-4.0383 21.7587,103.88277,0.14177762,0.000144468,,07-04-2020
11791,77,-4.0383 21.7587,112.82001,0.9269542,0.08064871,,08-04-2020
11792,78,-4.0383 21.7587,121.75724,1.7121203,0.18402025,,09-04-2020
11793,79,-4.0383 21.7587,137.93175,2.4972923,0.29268092,,10-04-2020
11794,80,-4.0383 21.7587,155.40831,3.2824736,0.40064955,,11-04-2020
11795,81,-4.0383 21.7587,173.2192,4.0676475,0.50862014,,12-04-2020
11796,82,-4.0383 21.7587,194.01196,4.8528337,0.6165896,,13-04-2020
11797,83,-4.0383 21.7587,214.8047,5.6379895,0.7245593,,14-04-2020
11798,84,-4.0383 21.7587,235.70323,6.4231653,0.83366007,,15-04-2020
11799,85,-4.0383 21.7587,256.93988,7.2083387,0.9428746,,16-04-2020
11800,86,-4.0383 21.7587,278.1763,7.9934993,1.0520905,,17-04-2020
11801,87,-4.0383 21.7587,299.4128,8.77869,1.1613072,,18-04-2020
11802,88,-4.0383 21.7587,320.64923,9.563858,1.2705235,,19-04-2020
11803,89,-4.0383 21.7587,341.88583,10.349041,1.3797385,,20-04-2020
11804,90,-4.0383 21.7587,363.12228,11.134193,1.4889554,,21-04-2020
11805,91,-4.0383 21.7587,384.35886,11.919399,1.5981717,,22-04-2020
11806,92,-4.0383 21.7587,405.5953,12.704571,1.7073872,,23-04-2020
11807,93,-4.0383 21.7587,426.83188,13.48975,1.8166022,,24-04-2020
11808,94,-4.0383 21.7587,448.06836,14.274921,1.9258181,,25-04-2020
11809,95,-4.0383 21.7587,470.10727,15.060111,2.035034,,26-04-2020
11810,96,-4.0383 21.7587,493.4597,15.845279,2.1462061,,27-04-2020
11811,97,-4.0383 21.7587,520.62164,16.630447,2.263977,,28-04-2020
11812,98,-4.0383 21.7587,546.28357,17.435371,2.3817441,,29-04-2020
11813,99,-4.0383 21.7587,571.9453,19.079922,2.4995115,,30-04-2020
11814,100,-4.0383 21.7587,597.70984,21.310312,2.617283,,01-05-2020
11815,101,-4.0383 21.7587,623.49805,24.243103,2.7350523,,02-05-2020
11816,102,-4.0383 21.7587,649.2865,27.175966,2.8528178,,03-05-2020
11817,103,-4.0383 21.7587,674.67267,30.108715,2.9705884,,04-05-2020
11818,104,-4.0383 21.7587,700.76965,33.041565,3.0892177,,05-05-2020
11819,105,-4.0383 21.7587,730.1913,35.974358,3.208498,,06-05-2020
11820,106,-4.0383 21.7587,759.61316,38.907154,3.3277798,,07-05-2020
11821,107,-4.0383 21.7587,792.60583,41.840015,3.447061,,08-05-2020
11822,108,-4.0383 21.7587,826.60474,44.77278,3.5663426,,09-05-2020
11823,109,-4.0383 21.7587,860.60333,47.958206,3.6856248,,10-05-2020
