Lat,Long,Date,DateP,Confirmed,Recovered,Deaths
31.1695,-91.8678,07-03-2020,43897,0,0,0
31.1695,-91.8678,08-03-2020,43898,0,0,0
31.1695,-91.8678,09-03-2020,43899,0,0,0
31.1695,-91.8678,10-03-2020,43900,1,0,0
31.1695,-91.8678,11-03-2020,43901,6,0,0
31.1695,-91.8678,12-03-2020,43902,19,0,0
31.1695,-91.8678,13-03-2020,43903,36,0,0
31.1695,-91.8678,14-03-2020,43904,77,0,1
31.1695,-91.8678,15-03-2020,43905,91,0,2
31.1695,-91.8678,16-03-2020,43906,136,0,3
31.1695,-91.8678,17-03-2020,43907,196,0,4
31.1695,-91.8678,18-03-2020,43908,257,0,4
31.1695,-91.8678,19-03-2020,43909,392,0,10
38.4561,-92.2884,22-01-2020,43852,0,0,0
38.4561,-92.2884,23-01-2020,43853,0,0,0
38.4561,-92.2884,24-01-2020,43854,0,0,0
38.4561,-92.2884,25-01-2020,43855,0,0,0
38.4561,-92.2884,26-01-2020,43856,0,0,0
38.4561,-92.2884,27-01-2020,43857,0,0,0
38.4561,-92.2884,28-01-2020,43858,0,0,0
38.4561,-92.2884,29-01-2020,43859,0,0,0
38.4561,-92.2884,30-01-2020,43860,0,0,0
38.4561,-92.2884,31-01-2020,43861,0,0,0
38.4561,-92.2884,01-02-2020,43862,0,0,0
38.4561,-92.2884,02-02-2020,43863,0,0,0
38.4561,-92.2884,03-02-2020,43864,0,0,0
38.4561,-92.2884,04-02-2020,43865,0,0,0
38.4561,-92.2884,05-02-2020,43866,0,0,0
38.4561,-92.2884,06-02-2020,43867,0,0,0
38.4561,-92.2884,07-02-2020,43868,0,0,0
38.4561,-92.2884,08-02-2020,43869,0,0,0
38.4561,-92.2884,09-02-2020,43870,0,0,0
38.4561,-92.2884,10-02-2020,43871,0,0,0
38.4561,-92.2884,11-02-2020,43872,0,0,0
38.4561,-92.2884,12-02-2020,43873,0,0,0
38.4561,-92.2884,13-02-2020,43874,0,0,0
38.4561,-92.2884,14-02-2020,43875,0,0,0
38.4561,-92.2884,15-02-2020,43876,0,0,0
38.4561,-92.2884,16-02-2020,43877,0,0,0
38.4561,-92.2884,17-02-2020,43878,0,0,0
38.4561,-92.2884,18-02-2020,43879,0,0,0
38.4561,-92.2884,19-02-2020,43880,0,0,0
38.4561,-92.2884,20-02-2020,43881,0,0,0
38.4561,-92.2884,21-02-2020,43882,0,0,0
38.4561,-92.2884,22-02-2020,43883,0,0,0
38.4561,-92.2884,23-02-2020,43884,0,0,0
38.4561,-92.2884,24-02-2020,43885,0,0,0
38.4561,-92.2884,25-02-2020,43886,0,0,0
38.4561,-92.2884,26-02-2020,43887,0,0,0
38.4561,-92.2884,27-02-2020,43888,0,0,0
38.4561,-92.2884,28-02-2020,43889,0,0,0
38.4561,-92.2884,29-02-2020,43890,0,0,0
38.4561,-92.2884,01-03-2020,43891,0,0,0
38.4561,-92.2884,02-03-2020,43892,0,0,0
38.4561,-92.2884,03-03-2020,43893,0,0,0
38.4561,-92.2884,04-03-2020,43894,0,0,0
38.4561,-92.2884,05-03-2020,43895,0,0,0
38.4561,-92.2884,06-03-2020,43896,0,0,0
38.4561,-92.2884,07-03-2020,43897,0,0,0
38.4561,-92.2884,08-03-2020,43898,0,0,0
38.4561,-92.2884,09-03-2020,43899,0,0,0
38.4561,-92.2884,10-03-2020,43900,1,0,0
38.4561,-92.2884,11-03-2020,43901,1,0,0
38.4561,-92.2884,12-03-2020,43902,1,0,0
38.4561,-92.2884,13-03-2020,43903,2,0,0
38.4561,-92.2884,14-03-2020,43904,4,0,0
38.4561,-92.2884,15-03-2020,43905,5,0,0
38.4561,-92.2884,16-03-2020,43906,6,0,0
38.4561,-92.2884,17-03-2020,43907,11,0,0
38.4561,-92.2884,18-03-2020,43908,18,0,0
38.4561,-92.2884,19-03-2020,43909,31,0,1
44.0459,-72.7107,22-01-2020,43852,0,0,0
44.0459,-72.7107,23-01-2020,43853,0,0,0
44.0459,-72.7107,24-01-2020,43854,0,0,0
44.0459,-72.7107,25-01-2020,43855,0,0,0
44.0459,-72.7107,26-01-2020,43856,0,0,0
44.0459,-72.7107,27-01-2020,43857,0,0,0
44.0459,-72.7107,28-01-2020,43858,0,0,0
44.0459,-72.7107,29-01-2020,43859,0,0,0
44.0459,-72.7107,30-01-2020,43860,0,0,0
44.0459,-72.7107,31-01-2020,43861,0,0,0
44.0459,-72.7107,01-02-2020,43862,0,0,0
44.0459,-72.7107,02-02-2020,43863,0,0,0
44.0459,-72.7107,03-02-2020,43864,0,0,0
44.0459,-72.7107,04-02-2020,43865,0,0,0
44.0459,-72.7107,05-02-2020,43866,0,0,0
44.0459,-72.7107,06-02-2020,43867,0,0,0
44.0459,-72.7107,07-02-2020,43868,0,0,0
44.0459,-72.7107,08-02-2020,43869,0,0,0
44.0459,-72.7107,09-02-2020,43870,0,0,0
44.0459,-72.7107,10-02-2020,43871,0,0,0
44.0459,-72.7107,11-02-2020,43872,0,0,0
44.0459,-72.7107,12-02-2020,43873,0,0,0
44.0459,-72.7107,13-02-2020,43874,0,0,0
44.0459,-72.7107,14-02-2020,43875,0,0,0
44.0459,-72.7107,15-02-2020,43876,0,0,0
44.0459,-72.7107,16-02-2020,43877,0,0,0
44.0459,-72.7107,17-02-2020,43878,0,0,0
44.0459,-72.7107,18-02-2020,43879,0,0,0
44.0459,-72.7107,19-02-2020,43880,0,0,0
44.0459,-72.7107,20-02-2020,43881,0,0,0
44.0459,-72.7107,21-02-2020,43882,0,0,0
44.0459,-72.7107,22-02-2020,43883,0,0,0
44.0459,-72.7107,23-02-2020,43884,0,0,0
44.0459,-72.7107,24-02-2020,43885,0,0,0
44.0459,-72.7107,25-02-2020,43886,0,0,0
44.0459,-72.7107,26-02-2020,43887,0,0,0
44.0459,-72.7107,27-02-2020,43888,0,0,0
44.0459,-72.7107,28-02-2020,43889,0,0,0
44.0459,-72.7107,29-02-2020,43890,0,0,0
44.0459,-72.7107,01-03-2020,43891,0,0,0
44.0459,-72.7107,02-03-2020,43892,0,0,0
44.0459,-72.7107,03-03-2020,43893,0,0,0
44.0459,-72.7107,04-03-2020,43894,0,0,0
44.0459,-72.7107,05-03-2020,43895,0,0,0
44.0459,-72.7107,06-03-2020,43896,0,0,0
44.0459,-72.7107,07-03-2020,43897,0,0,0
44.0459,-72.7107,08-03-2020,43898,0,0,0
44.0459,-72.7107,09-03-2020,43899,0,0,0
44.0459,-72.7107,10-03-2020,43900,1,0,0
44.0459,-72.7107,11-03-2020,43901,1,0,0
44.0459,-72.7107,12-03-2020,43902,2,0,0
44.0459,-72.7107,13-03-2020,43903,2,0,0
44.0459,-72.7107,14-03-2020,43904,5,0,0
44.0459,-72.7107,15-03-2020,43905,8,0,0
44.0459,-72.7107,16-03-2020,43906,12,0,0
44.0459,-72.7107,17-03-2020,43907,12,0,0
44.0459,-72.7107,18-03-2020,43908,18,0,0
44.0459,-72.7107,19-03-2020,43909,22,0,0
61.3707,-152.4044,22-01-2020,43852,0,0,0
61.3707,-152.4044,23-01-2020,43853,0,0,0
61.3707,-152.4044,24-01-2020,43854,0,0,0
61.3707,-152.4044,25-01-2020,43855,0,0,0
61.3707,-152.4044,26-01-2020,43856,0,0,0
61.3707,-152.4044,27-01-2020,43857,0,0,0
61.3707,-152.4044,28-01-2020,43858,0,0,0
61.3707,-152.4044,29-01-2020,43859,0,0,0
61.3707,-152.4044,30-01-2020,43860,0,0,0
61.3707,-152.4044,31-01-2020,43861,0,0,0
61.3707,-152.4044,01-02-2020,43862,0,0,0
61.3707,-152.4044,02-02-2020,43863,0,0,0
61.3707,-152.4044,03-02-2020,43864,0,0,0
61.3707,-152.4044,04-02-2020,43865,0,0,0
61.3707,-152.4044,05-02-2020,43866,0,0,0
61.3707,-152.4044,06-02-2020,43867,0,0,0
61.3707,-152.4044,07-02-2020,43868,0,0,0
61.3707,-152.4044,08-02-2020,43869,0,0,0
61.3707,-152.4044,09-02-2020,43870,0,0,0
61.3707,-152.4044,10-02-2020,43871,0,0,0
61.3707,-152.4044,11-02-2020,43872,0,0,0
61.3707,-152.4044,12-02-2020,43873,0,0,0
61.3707,-152.4044,13-02-2020,43874,0,0,0
61.3707,-152.4044,14-02-2020,43875,0,0,0
61.3707,-152.4044,15-02-2020,43876,0,0,0
61.3707,-152.4044,16-02-2020,43877,0,0,0
61.3707,-152.4044,17-02-2020,43878,0,0,0
61.3707,-152.4044,18-02-2020,43879,0,0,0
61.3707,-152.4044,19-02-2020,43880,0,0,0
61.3707,-152.4044,20-02-2020,43881,0,0,0
61.3707,-152.4044,21-02-2020,43882,0,0,0
61.3707,-152.4044,22-02-2020,43883,0,0,0
61.3707,-152.4044,23-02-2020,43884,0,0,0
61.3707,-152.4044,24-02-2020,43885,0,0,0
61.3707,-152.4044,25-02-2020,43886,0,0,0
61.3707,-152.4044,26-02-2020,43887,0,0,0
61.3707,-152.4044,27-02-2020,43888,0,0,0
61.3707,-152.4044,28-02-2020,43889,0,0,0
61.3707,-152.4044,29-02-2020,43890,0,0,0
61.3707,-152.4044,01-03-2020,43891,0,0,0
61.3707,-152.4044,02-03-2020,43892,0,0,0
61.3707,-152.4044,03-03-2020,43893,0,0,0
61.3707,-152.4044,04-03-2020,43894,0,0,0
61.3707,-152.4044,05-03-2020,43895,0,0,0
61.3707,-152.4044,06-03-2020,43896,0,0,0
61.3707,-152.4044,07-03-2020,43897,0,0,0
61.3707,-152.4044,08-03-2020,43898,0,0,0
61.3707,-152.4044,09-03-2020,43899,0,0,0
61.3707,-152.4044,10-03-2020,43900,0,0,0
61.3707,-152.4044,11-03-2020,43901,0,0,0
61.3707,-152.4044,12-03-2020,43902,0,0,0
61.3707,-152.4044,13-03-2020,43903,1,0,0
61.3707,-152.4044,14-03-2020,43904,1,0,0
61.3707,-152.4044,15-03-2020,43905,1,0,0
61.3707,-152.4044,16-03-2020,43906,1,0,0
61.3707,-152.4044,17-03-2020,43907,3,0,0
61.3707,-152.4044,18-03-2020,43908,6,0,0
61.3707,-152.4044,19-03-2020,43909,9,0,0
34.9697,-92.3731,22-01-2020,43852,0,0,0
34.9697,-92.3731,23-01-2020,43853,0,0,0
34.9697,-92.3731,24-01-2020,43854,0,0,0
34.9697,-92.3731,25-01-2020,43855,0,0,0
34.9697,-92.3731,26-01-2020,43856,0,0,0
34.9697,-92.3731,27-01-2020,43857,0,0,0
34.9697,-92.3731,28-01-2020,43858,0,0,0
34.9697,-92.3731,29-01-2020,43859,0,0,0
34.9697,-92.3731,30-01-2020,43860,0,0,0
34.9697,-92.3731,31-01-2020,43861,0,0,0
34.9697,-92.3731,01-02-2020,43862,0,0,0
34.9697,-92.3731,02-02-2020,43863,0,0,0
34.9697,-92.3731,03-02-2020,43864,0,0,0
34.9697,-92.3731,04-02-2020,43865,0,0,0
34.9697,-92.3731,05-02-2020,43866,0,0,0
34.9697,-92.3731,06-02-2020,43867,0,0,0
34.9697,-92.3731,07-02-2020,43868,0,0,0
34.9697,-92.3731,08-02-2020,43869,0,0,0
34.9697,-92.3731,09-02-2020,43870,0,0,0
34.9697,-92.3731,10-02-2020,43871,0,0,0
34.9697,-92.3731,11-02-2020,43872,0,0,0
34.9697,-92.3731,12-02-2020,43873,0,0,0
34.9697,-92.3731,13-02-2020,43874,0,0,0
34.9697,-92.3731,14-02-2020,43875,0,0,0
34.9697,-92.3731,15-02-2020,43876,0,0,0
34.9697,-92.3731,16-02-2020,43877,0,0,0
34.9697,-92.3731,17-02-2020,43878,0,0,0
34.9697,-92.3731,18-02-2020,43879,0,0,0
34.9697,-92.3731,19-02-2020,43880,0,0,0
34.9697,-92.3731,20-02-2020,43881,0,0,0
34.9697,-92.3731,21-02-2020,43882,0,0,0
34.9697,-92.3731,22-02-2020,43883,0,0,0
34.9697,-92.3731,23-02-2020,43884,0,0,0
34.9697,-92.3731,24-02-2020,43885,0,0,0
34.9697,-92.3731,25-02-2020,43886,0,0,0
34.9697,-92.3731,26-02-2020,43887,0,0,0
34.9697,-92.3731,27-02-2020,43888,0,0,0
34.9697,-92.3731,28-02-2020,43889,0,0,0
34.9697,-92.3731,29-02-2020,43890,0,0,0
34.9697,-92.3731,01-03-2020,43891,0,0,0
34.9697,-92.3731,02-03-2020,43892,0,0,0
34.9697,-92.3731,03-03-2020,43893,0,0,0
34.9697,-92.3731,04-03-2020,43894,0,0,0
34.9697,-92.3731,05-03-2020,43895,0,0,0
34.9697,-92.3731,06-03-2020,43896,0,0,0
34.9697,-92.3731,07-03-2020,43897,0,0,0
34.9697,-92.3731,08-03-2020,43898,0,0,0
34.9697,-92.3731,09-03-2020,43899,0,0,0
34.9697,-92.3731,10-03-2020,43900,0,0,0
34.9697,-92.3731,11-03-2020,43901,1,0,0
34.9697,-92.3731,12-03-2020,43902,6,0,0
34.9697,-92.3731,13-03-2020,43903,6,0,0
34.9697,-92.3731,14-03-2020,43904,12,0,0
34.9697,-92.3731,15-03-2020,43905,16,0,0
34.9697,-92.3731,16-03-2020,43906,22,0,0
34.9697,-92.3731,17-03-2020,43907,22,0,0
34.9697,-92.3731,18-03-2020,43908,33,0,0
34.9697,-92.3731,19-03-2020,43909,62,0,0
39.3185,-75.5071,22-01-2020,43852,0,0,0
39.3185,-75.5071,23-01-2020,43853,0,0,0
39.3185,-75.5071,24-01-2020,43854,0,0,0
39.3185,-75.5071,25-01-2020,43855,0,0,0
39.3185,-75.5071,26-01-2020,43856,0,0,0
39.3185,-75.5071,27-01-2020,43857,0,0,0
39.3185,-75.5071,28-01-2020,43858,0,0,0
39.3185,-75.5071,29-01-2020,43859,0,0,0
39.3185,-75.5071,30-01-2020,43860,0,0,0
39.3185,-75.5071,31-01-2020,43861,0,0,0
39.3185,-75.5071,01-02-2020,43862,0,0,0
39.3185,-75.5071,02-02-2020,43863,0,0,0
39.3185,-75.5071,03-02-2020,43864,0,0,0
39.3185,-75.5071,04-02-2020,43865,0,0,0
39.3185,-75.5071,05-02-2020,43866,0,0,0
39.3185,-75.5071,06-02-2020,43867,0,0,0
39.3185,-75.5071,07-02-2020,43868,0,0,0
39.3185,-75.5071,08-02-2020,43869,0,0,0
39.3185,-75.5071,09-02-2020,43870,0,0,0
39.3185,-75.5071,10-02-2020,43871,0,0,0
39.3185,-75.5071,11-02-2020,43872,0,0,0
39.3185,-75.5071,12-02-2020,43873,0,0,0
39.3185,-75.5071,13-02-2020,43874,0,0,0
39.3185,-75.5071,14-02-2020,43875,0,0,0
39.3185,-75.5071,15-02-2020,43876,0,0,0
39.3185,-75.5071,16-02-2020,43877,0,0,0
39.3185,-75.5071,17-02-2020,43878,0,0,0
39.3185,-75.5071,18-02-2020,43879,0,0,0
39.3185,-75.5071,19-02-2020,43880,0,0,0
39.3185,-75.5071,20-02-2020,43881,0,0,0
39.3185,-75.5071,21-02-2020,43882,0,0,0
39.3185,-75.5071,22-02-2020,43883,0,0,0
39.3185,-75.5071,23-02-2020,43884,0,0,0
39.3185,-75.5071,24-02-2020,43885,0,0,0
39.3185,-75.5071,25-02-2020,43886,0,0,0
39.3185,-75.5071,26-02-2020,43887,0,0,0
39.3185,-75.5071,27-02-2020,43888,0,0,0
39.3185,-75.5071,28-02-2020,43889,0,0,0
39.3185,-75.5071,29-02-2020,43890,0,0,0
39.3185,-75.5071,01-03-2020,43891,0,0,0
39.3185,-75.5071,02-03-2020,43892,0,0,0
39.3185,-75.5071,03-03-2020,43893,0,0,0
39.3185,-75.5071,04-03-2020,43894,0,0,0
39.3185,-75.5071,05-03-2020,43895,0,0,0
39.3185,-75.5071,06-03-2020,43896,0,0,0
39.3185,-75.5071,07-03-2020,43897,0,0,0
39.3185,-75.5071,08-03-2020,43898,0,0,0
39.3185,-75.5071,09-03-2020,43899,0,0,0
39.3185,-75.5071,10-03-2020,43900,0,0,0
39.3185,-75.5071,11-03-2020,43901,1,0,0
39.3185,-75.5071,12-03-2020,43902,1,0,0
39.3185,-75.5071,13-03-2020,43903,4,0,0
39.3185,-75.5071,14-03-2020,43904,6,0,0
39.3185,-75.5071,15-03-2020,43905,7,0,0
39.3185,-75.5071,16-03-2020,43906,8,0,0
39.3185,-75.5071,17-03-2020,43907,16,0,0
39.3185,-75.5071,18-03-2020,43908,19,0,0
39.3185,-75.5071,19-03-2020,43909,30,0,0
44.2405,-114.4788,22-01-2020,43852,0,0,0
44.2405,-114.4788,23-01-2020,43853,0,0,0
44.2405,-114.4788,24-01-2020,43854,0,0,0
44.2405,-114.4788,25-01-2020,43855,0,0,0
44.2405,-114.4788,26-01-2020,43856,0,0,0
44.2405,-114.4788,27-01-2020,43857,0,0,0
44.2405,-114.4788,28-01-2020,43858,0,0,0
44.2405,-114.4788,29-01-2020,43859,0,0,0
44.2405,-114.4788,30-01-2020,43860,0,0,0
44.2405,-114.4788,31-01-2020,43861,0,0,0
44.2405,-114.4788,01-02-2020,43862,0,0,0
44.2405,-114.4788,02-02-2020,43863,0,0,0
44.2405,-114.4788,03-02-2020,43864,0,0,0
44.2405,-114.4788,04-02-2020,43865,0,0,0
44.2405,-114.4788,05-02-2020,43866,0,0,0
44.2405,-114.4788,06-02-2020,43867,0,0,0
44.2405,-114.4788,07-02-2020,43868,0,0,0
44.2405,-114.4788,08-02-2020,43869,0,0,0
44.2405,-114.4788,09-02-2020,43870,0,0,0
44.2405,-114.4788,10-02-2020,43871,0,0,0
44.2405,-114.4788,11-02-2020,43872,0,0,0
44.2405,-114.4788,12-02-2020,43873,0,0,0
44.2405,-114.4788,13-02-2020,43874,0,0,0
44.2405,-114.4788,14-02-2020,43875,0,0,0
44.2405,-114.4788,15-02-2020,43876,0,0,0
44.2405,-114.4788,16-02-2020,43877,0,0,0
44.2405,-114.4788,17-02-2020,43878,0,0,0
44.2405,-114.4788,18-02-2020,43879,0,0,0
44.2405,-114.4788,19-02-2020,43880,0,0,0
44.2405,-114.4788,20-02-2020,43881,0,0,0
44.2405,-114.4788,21-02-2020,43882,0,0,0
44.2405,-114.4788,22-02-2020,43883,0,0,0
44.2405,-114.4788,23-02-2020,43884,0,0,0
44.2405,-114.4788,24-02-2020,43885,0,0,0
44.2405,-114.4788,25-02-2020,43886,0,0,0
44.2405,-114.4788,26-02-2020,43887,0,0,0
44.2405,-114.4788,27-02-2020,43888,0,0,0
44.2405,-114.4788,28-02-2020,43889,0,0,0
44.2405,-114.4788,29-02-2020,43890,0,0,0
44.2405,-114.4788,01-03-2020,43891,0,0,0
44.2405,-114.4788,02-03-2020,43892,0,0,0
44.2405,-114.4788,03-03-2020,43893,0,0,0
44.2405,-114.4788,04-03-2020,43894,0,0,0
44.2405,-114.4788,05-03-2020,43895,0,0,0
44.2405,-114.4788,06-03-2020,43896,0,0,0
44.2405,-114.4788,07-03-2020,43897,0,0,0
44.2405,-114.4788,08-03-2020,43898,0,0,0
44.2405,-114.4788,09-03-2020,43899,0,0,0
44.2405,-114.4788,10-03-2020,43900,0,0,0
44.2405,-114.4788,11-03-2020,43901,0,0,0
44.2405,-114.4788,12-03-2020,43902,0,0,0
44.2405,-114.4788,13-03-2020,43903,1,0,0
44.2405,-114.4788,14-03-2020,43904,2,0,0
44.2405,-114.4788,15-03-2020,43905,5,0,0
44.2405,-114.4788,16-03-2020,43906,5,0,0
44.2405,-114.4788,17-03-2020,43907,8,0,0
44.2405,-114.4788,18-03-2020,43908,9,0,0
44.2405,-114.4788,19-03-2020,43909,11,0,0
44.6939,-69.3819,22-01-2020,43852,0,0,0
44.6939,-69.3819,23-01-2020,43853,0,0,0
44.6939,-69.3819,24-01-2020,43854,0,0,0
44.6939,-69.3819,25-01-2020,43855,0,0,0
44.6939,-69.3819,26-01-2020,43856,0,0,0
44.6939,-69.3819,27-01-2020,43857,0,0,0
44.6939,-69.3819,28-01-2020,43858,0,0,0
44.6939,-69.3819,29-01-2020,43859,0,0,0
44.6939,-69.3819,30-01-2020,43860,0,0,0
44.6939,-69.3819,31-01-2020,43861,0,0,0
44.6939,-69.3819,01-02-2020,43862,0,0,0
44.6939,-69.3819,02-02-2020,43863,0,0,0
44.6939,-69.3819,03-02-2020,43864,0,0,0
44.6939,-69.3819,04-02-2020,43865,0,0,0
44.6939,-69.3819,05-02-2020,43866,0,0,0
44.6939,-69.3819,06-02-2020,43867,0,0,0
44.6939,-69.3819,07-02-2020,43868,0,0,0
44.6939,-69.3819,08-02-2020,43869,0,0,0
44.6939,-69.3819,09-02-2020,43870,0,0,0
44.6939,-69.3819,10-02-2020,43871,0,0,0
44.6939,-69.3819,11-02-2020,43872,0,0,0
44.6939,-69.3819,12-02-2020,43873,0,0,0
44.6939,-69.3819,13-02-2020,43874,0,0,0
44.6939,-69.3819,14-02-2020,43875,0,0,0
44.6939,-69.3819,15-02-2020,43876,0,0,0
44.6939,-69.3819,16-02-2020,43877,0,0,0
44.6939,-69.3819,17-02-2020,43878,0,0,0
44.6939,-69.3819,18-02-2020,43879,0,0,0
44.6939,-69.3819,19-02-2020,43880,0,0,0
44.6939,-69.3819,20-02-2020,43881,0,0,0
44.6939,-69.3819,21-02-2020,43882,0,0,0
44.6939,-69.3819,22-02-2020,43883,0,0,0
44.6939,-69.3819,23-02-2020,43884,0,0,0
44.6939,-69.3819,24-02-2020,43885,0,0,0
44.6939,-69.3819,25-02-2020,43886,0,0,0
44.6939,-69.3819,26-02-2020,43887,0,0,0
44.6939,-69.3819,27-02-2020,43888,0,0,0
44.6939,-69.3819,28-02-2020,43889,0,0,0
44.6939,-69.3819,29-02-2020,43890,0,0,0
44.6939,-69.3819,01-03-2020,43891,0,0,0
44.6939,-69.3819,02-03-2020,43892,0,0,0
44.6939,-69.3819,03-03-2020,43893,0,0,0
44.6939,-69.3819,04-03-2020,43894,0,0,0
44.6939,-69.3819,05-03-2020,43895,0,0,0
44.6939,-69.3819,06-03-2020,43896,0,0,0
44.6939,-69.3819,07-03-2020,43897,0,0,0
44.6939,-69.3819,08-03-2020,43898,0,0,0
44.6939,-69.3819,09-03-2020,43899,0,0,0
44.6939,-69.3819,10-03-2020,43900,0,0,0
44.6939,-69.3819,11-03-2020,43901,0,0,0
44.6939,-69.3819,12-03-2020,43902,0,0,0
44.6939,-69.3819,13-03-2020,43903,1,0,0
44.6939,-69.3819,14-03-2020,43904,3,0,0
44.6939,-69.3819,15-03-2020,43905,12,0,0
44.6939,-69.3819,16-03-2020,43906,17,0,0
44.6939,-69.3819,17-03-2020,43907,32,0,0
44.6939,-69.3819,18-03-2020,43908,42,0,0
44.6939,-69.3819,19-03-2020,43909,52,0,0
43.3266,-84.5361,22-01-2020,43852,0,0,0
43.3266,-84.5361,23-01-2020,43853,0,0,0
43.3266,-84.5361,24-01-2020,43854,0,0,0
43.3266,-84.5361,25-01-2020,43855,0,0,0
43.3266,-84.5361,26-01-2020,43856,0,0,0
43.3266,-84.5361,27-01-2020,43857,0,0,0
43.3266,-84.5361,28-01-2020,43858,0,0,0
43.3266,-84.5361,29-01-2020,43859,0,0,0
43.3266,-84.5361,30-01-2020,43860,0,0,0
43.3266,-84.5361,31-01-2020,43861,0,0,0
43.3266,-84.5361,01-02-2020,43862,0,0,0
43.3266,-84.5361,02-02-2020,43863,0,0,0
43.3266,-84.5361,03-02-2020,43864,0,0,0
43.3266,-84.5361,04-02-2020,43865,0,0,0
43.3266,-84.5361,05-02-2020,43866,0,0,0
43.3266,-84.5361,06-02-2020,43867,0,0,0
43.3266,-84.5361,07-02-2020,43868,0,0,0
43.3266,-84.5361,08-02-2020,43869,0,0,0
43.3266,-84.5361,09-02-2020,43870,0,0,0
43.3266,-84.5361,10-02-2020,43871,0,0,0
43.3266,-84.5361,11-02-2020,43872,0,0,0
43.3266,-84.5361,12-02-2020,43873,0,0,0
43.3266,-84.5361,13-02-2020,43874,0,0,0
43.3266,-84.5361,14-02-2020,43875,0,0,0
43.3266,-84.5361,15-02-2020,43876,0,0,0
43.3266,-84.5361,16-02-2020,43877,0,0,0
43.3266,-84.5361,17-02-2020,43878,0,0,0
43.3266,-84.5361,18-02-2020,43879,0,0,0
43.3266,-84.5361,19-02-2020,43880,0,0,0
43.3266,-84.5361,20-02-2020,43881,0,0,0
43.3266,-84.5361,21-02-2020,43882,0,0,0
43.3266,-84.5361,22-02-2020,43883,0,0,0
43.3266,-84.5361,23-02-2020,43884,0,0,0
43.3266,-84.5361,24-02-2020,43885,0,0,0
43.3266,-84.5361,25-02-2020,43886,0,0,0
43.3266,-84.5361,26-02-2020,43887,0,0,0
43.3266,-84.5361,27-02-2020,43888,0,0,0
43.3266,-84.5361,28-02-2020,43889,0,0,0
43.3266,-84.5361,29-02-2020,43890,0,0,0
43.3266,-84.5361,01-03-2020,43891,0,0,0
43.3266,-84.5361,02-03-2020,43892,0,0,0
43.3266,-84.5361,03-03-2020,43893,0,0,0
43.3266,-84.5361,04-03-2020,43894,0,0,0
43.3266,-84.5361,05-03-2020,43895,0,0,0
43.3266,-84.5361,06-03-2020,43896,0,0,0
43.3266,-84.5361,07-03-2020,43897,0,0,0
43.3266,-84.5361,08-03-2020,43898,0,0,0
43.3266,-84.5361,09-03-2020,43899,0,0,0
43.3266,-84.5361,10-03-2020,43900,0,0,0
43.3266,-84.5361,11-03-2020,43901,2,0,0
43.3266,-84.5361,12-03-2020,43902,2,0,0
43.3266,-84.5361,13-03-2020,43903,16,0,0
43.3266,-84.5361,14-03-2020,43904,25,0,0
43.3266,-84.5361,15-03-2020,43905,33,0,0
43.3266,-84.5361,16-03-2020,43906,53,0,0
43.3266,-84.5361,17-03-2020,43907,65,0,0
43.3266,-84.5361,18-03-2020,43908,83,0,0
43.3266,-84.5361,19-03-2020,43909,334,0,3
32.7416,-89.6787,22-01-2020,43852,0,0,0
32.7416,-89.6787,23-01-2020,43853,0,0,0
32.7416,-89.6787,24-01-2020,43854,0,0,0
32.7416,-89.6787,25-01-2020,43855,0,0,0
32.7416,-89.6787,26-01-2020,43856,0,0,0
32.7416,-89.6787,27-01-2020,43857,0,0,0
32.7416,-89.6787,28-01-2020,43858,0,0,0
32.7416,-89.6787,29-01-2020,43859,0,0,0
32.7416,-89.6787,30-01-2020,43860,0,0,0
32.7416,-89.6787,31-01-2020,43861,0,0,0
32.7416,-89.6787,01-02-2020,43862,0,0,0
32.7416,-89.6787,02-02-2020,43863,0,0,0
32.7416,-89.6787,03-02-2020,43864,0,0,0
32.7416,-89.6787,04-02-2020,43865,0,0,0
32.7416,-89.6787,05-02-2020,43866,0,0,0
32.7416,-89.6787,06-02-2020,43867,0,0,0
32.7416,-89.6787,07-02-2020,43868,0,0,0
32.7416,-89.6787,08-02-2020,43869,0,0,0
32.7416,-89.6787,09-02-2020,43870,0,0,0
32.7416,-89.6787,10-02-2020,43871,0,0,0
32.7416,-89.6787,11-02-2020,43872,0,0,0
32.7416,-89.6787,12-02-2020,43873,0,0,0
32.7416,-89.6787,13-02-2020,43874,0,0,0
32.7416,-89.6787,14-02-2020,43875,0,0,0
32.7416,-89.6787,15-02-2020,43876,0,0,0
32.7416,-89.6787,16-02-2020,43877,0,0,0
32.7416,-89.6787,17-02-2020,43878,0,0,0
32.7416,-89.6787,18-02-2020,43879,0,0,0
32.7416,-89.6787,19-02-2020,43880,0,0,0
32.7416,-89.6787,20-02-2020,43881,0,0,0
32.7416,-89.6787,21-02-2020,43882,0,0,0
32.7416,-89.6787,22-02-2020,43883,0,0,0
32.7416,-89.6787,23-02-2020,43884,0,0,0
32.7416,-89.6787,24-02-2020,43885,0,0,0
32.7416,-89.6787,25-02-2020,43886,0,0,0
32.7416,-89.6787,26-02-2020,43887,0,0,0
32.7416,-89.6787,27-02-2020,43888,0,0,0
32.7416,-89.6787,28-02-2020,43889,0,0,0
32.7416,-89.6787,29-02-2020,43890,0,0,0
32.7416,-89.6787,01-03-2020,43891,0,0,0
